,Symbol,Name
1700,0P00019RCD.TO,Fidelity Global Income Portfolio Sr E2T5
1701,0P00019RCE.TO,Fidelity Global Income Portfolio Sr E4
1702,0P00019RCF.TO,Fidelity Global Income Portfolio Sr E5
1703,0P00019RCG.TO,Fidelity Global Intrinsic Value Class E5
1704,0P00019REY.TO,Fidelity Income Allocation Series E4T5
1705,0P00019RRX.TO,Fidelity Special Situations Series E2T5
1706,0P00019RSY.TO,Fidelity U.S. Focused Stock Fund Series E2T5
1707,0P00019S7N.TO,RBC U.S. Equity Fund T5
1708,0P00019S7R.TO,RBC European Equity Fund T5
1709,0P00019S7T.TO,RBC Emerging Markets Equity Fund T5
1710,0P00019S7V.TO,RBC Global Equity Fund T5
1711,0P00019S7X.TO,RBC Global Equity Focus Fund T5
1712,0P00019U8S.TO,BlueBay Emerging Markets Corporate Bond Fund A
1713,0P00019U8T.TO,BlueBay Emerging Markets Corporate Bond Fund D
1714,0P00019U8V.TO,BlueBay Emerging Markets Corporate Bond Fund O
1715,0P00019WHD.TO,Fidelity Insights Class A
1716,0P00019WHE.TO,Fidelity Insights Class B
1717,0P00019WHI.TO,Fidelity Insights Class S5
1718,0P00019WHJ.TO,Fidelity Insights Class S8
1719,0P00019WHK.TO,Fidelity Insights Class T5
1720,0P00019WHL.TO,Fidelity Insights Class T8
1721,0P00019WHM.TO,Fidelity Insights Class E1
1722,0P00019WHN.TO,Fidelity Insights Class E1T5
1723,0P0001A8NZ.TO,Symmetry Moderate Growth Portfolio - PWT5
1724,0P0001A932.TO,BMO Risk Reduction Fixed Income Fund Advisor Series
1725,0P0001A934.TO,BMO Risk Reduction Equity Fund Advisor Series
1726,0P0001A9L5.TO,Mackenzie Canadian Growth Balanced Fund PWT5
1727,0P0001A9LH.TO,Mackenzie Canadian Dividend Fund PWT8
1728,0P0001A9LI.TO,Mackenzie Canadian Dividend Fund PWT5
1729,0P0001A9MQ.TO,Mackenzie Global Dividend Fund PWT5
1730,0P0001A9MX.TO,Mackenzie Global Strategic Income Fund PWT5
1731,0P0001A9OB.TO,Mackenzie Ivy Global Balanced Fund PWT5
1732,0P0001A9P5.TO,Mackenzie Strategic Income Fund PWB
1733,0P0001A9RD.TO,Symmetry Moderate Growth Portfolio PWT8
1734,0P0001AAC0.TO,CI Black Creek Global Leaders Fund Class E
1735,0P0001AAC2.TO,CI Black Creek Global Leaders Fund Class O
1736,0P0001AACJ.TO,CI Cambridge Asset Allocation Corporate Class O
1737,0P0001AACK.TO,CI Cambridge Asset Allocation Corporate Class OT5
1738,0P0001AACL.TO,CI Cambridge Asset Allocation Corporate Class OT8
1739,0P0001AACT.TO,CI Cambridge Canadian Dividend Fund Class I
1740,0P0001AADU.TO,United Canadian Fixed Income Pool Cl I
1741,0P0001AADU.TO,United Canadian Fixed Income Pool Cl I
1742,0P0001AAEQ.TO,CI Canadian Investment Fund Class INS
1743,0P0001AAER.TO,CI Canadian Investment Fund Class O
1744,0P0001AAG4.TO,CI Income Fund Class E
1745,0P0001AAHV.TO,CI Portfolio Series Balanced Class E
1746,0P0001AAHZ.TO,CI Portfolio Series Balanced Class ET5
1747,0P0001AAI0.TO,CI Portfolio Series Balanced Class ET8
1748,0P0001AAI1.TO,CI Portfolio Series Balanced Class OT5
1749,0P0001AAI3.TO,CI Portfolio Series Balanced Class OT8
1750,0P0001AAI9.TO,CI Portfolio Series Balanced Gr Cl ET8
1751,0P0001AAIB.TO,CI Portfolio Series Balanced Gr Cl OT8
1752,0P0001AAIK.TO,CI Portfolio Series Income Class E
1753,0P0001AAKH.TO,Select Income Managed Corporate Class Class O
1754,0P0001AAKR.TO,CI Signature Canadian Balanced Class E
1755,0P0001AAKY.TO,CI Signature Canadian Bond Cl INS
1756,0P0001AAKY.TO,CI Signature Canadian Bond Cl INS
1757,0P0001AAL1.TO,CI Signature Canadian Bond Cl O
1758,0P0001AAL1.TO,CI Signature Canadian Bond Cl O
1759,0P0001AALJ.TO,Signature Diversified Yield Fund I
1760,0P0001AAMI.TO,CI Signature Global Income & Growth Corporate Class O
1761,0P0001AAMK.TO,CI Signature Global Income & Growth Fund Class O
1762,0P0001AAN7.TO,CI Signature Income & Growth Fund Class O
1763,0P0001AANR.TO,CI Signature Select Canadian Fund Class INS
1764,0P0001AANS.TO,CI Signature Select Canadian Fund Class O
1765,0P0001AAXR.TO,Mackenzie Ivy Foreign Equity Fund PWT5
1766,0P0001AB8O.TO,CI Black Creek Global Leaders Fund Class I
1767,0P0001AB9C.TO,Mackenzie Ivy Foreign Equity Fund PWT8
1768,0P0001ABAE.TO,CI Signature Global Income & Growth Corporate Class OT8
1769,0P0001ABAF.TO,CI Signature Global Income & Growth Corporate Class OT5
1770,0P0001ADI6.TO,Fidelity Canadian Money Market Series E5
1771,0P0001ADIO.TO,Fidelity Insights Class E2
1772,0P0001ADIP.TO,Fidelity Insights Class E2T5
1773,0P0001ADIQ.TO,Fidelity Insights Class E3
1774,0P0001ADIR.TO,Fidelity Insights Class E4
1775,0P0001ADIS.TO,Fidelity Insights Class E5
1776,0P0001AEL2.TO,Invesco Global Companies Fund Series I
1777,0P0001AEL3.TO,Invesco Income Growth Fund Series I
1778,0P0001AEY2.TO,AGFiQ Dividend Income Fund Series Q
1779,0P0001AH6M.TO,Fidelity Multi-Sector Bond Fund A
1780,0P0001AH6N.TO,Fidelity Multi-Sector Bond Fund B
1781,0P0001AH6P.TO,Fidelity Multi-Sector Bond Fund E1
1782,0P0001AH6Q.TO,Fidelity Multi-Sector Bond Fund E2
1783,0P0001AH6R.TO,Fidelity Multi-Sector Bond Fund E3
1784,0P0001AH6S.TO,Fidelity Multi-Sector Bond Fund E4
1785,0P0001AH6T.TO,Fidelity Multi-Sector Bond Fund E5
1786,0P0001AHKE.TO,Fidelity Insights Class E3T5
1787,0P0001AJ7Y.TO,TD Canadian Bond - O
1788,0P0001AJ7Z.TO,TD Canadian Core Plus Bond - O
1789,0P0001AJ80.TO,TD U.S. Blue Chip Equity Fund O Series
1790,0P0001AL1F.TO,Counsel Balanced Portfolio Series PWI
1791,0P0001AMNE.TO,Capital Group Global Equity Fund (Canada) T4
1792,0P0001B388.TO,NBI Conservative Portfolio Investors
1793,0P0001B389.TO,NBI Conservative Portfolio R
1794,0P0001B38I.TO,NBI Moderate Portfolio Investors
1795,0P0001B38J.TO,NBI Moderate Portfolio R
1796,0P0001B55L.TO,Sentry Canadian Income Fund Series P
1797,0P0001B56F.TO,Sentry U.S. Growth and Income Fund Series P
1798,0P0001BELC.TO,Fidelity NorthStar Sr E4T5
1799,0P0001BELG.TO,Fidelity Special Situations Series E5
1800,0P0001BELW.TO,Fidelity U.S. Monthly Income Fund Series E4T5
1801,0P0001BL53.TO,TD Global Income Fund- Investor Series
1802,0P0001BL54.TO,TD Global Income Fund- ISC
1803,0P0001BL56.TO,TD Global Income Fund- H-Series
1804,0P0001BL57.TO,TD Global Income Fund-T- ISC
1805,0P0001BL59.TO,TD Global Income Fund- D Series
1806,0P0001BL5F.TO,TD Global Unconstrained Bond Fund- Investor Series
1807,0P0001BL5G.TO,TD Global Unconstrained Bond Fund- ISC
1808,0P0001BL5I.TO,TD Global Unconstrained Bond Fund- H Series
1809,0P0001BL5K.TO,TD Global Unconstrained Bond Fund- T-ISC
1810,0P0001BL5L.TO,TD Global Unconstrained Bond Fund- D Series
1811,0P0001BL66.TO,TD U.S. Dividend Growth Fund - Investor Series
1812,0P0001BL67.TO,TD U.S. Dividend Growth Fund - ISC
1813,0P0001BL69.TO,TD U.S. Dividend Growth Fund - H Series
1814,0P0001BL6A.TO,TD U.S. Dividend Growth Fund - T-ISC
1815,0P0001BL6C.TO,TD U.S. Dividend Growth Fund - D Series
1816,0P0001BT91.TO,Symmetry Balanced Portfolio O5
1817,0P0001BT93.TO,Symmetry Moderate Growth Portfolio O5
1818,0P0001C158.TO,iA Canadian Corporate Bond SRP 75/100
1819,0P0001C15B.TO,iA Bond SRP 75/100
1820,0P0001C15B.TO,iA Bond SRP 75/100
1821,0P0001C15L.TO,iA Diversified SRP 75/100
1822,0P0001C8AD.TO,Fidelity Global Innovators Class B
1823,0P0001C8AE.TO,Fidelity Global Innovators Class A
1824,0P0001C8AF.TO,Fidelity Global Innovators Class E1T5
1825,0P0001C8AG.TO,Fidelity Global Innovators Class E1
1826,0P0001C8AH.TO,Fidelity Global Innovators Class E3
1827,0P0001C8AI.TO,Fidelity Global Innovators Class E2
1828,0P0001C8AJ.TO,Fidelity Global Innovators Class E5
1829,0P0001C8AK.TO,Fidelity Global Innovators Class E4
1830,0P0001C8AQ.TO,Fidelity Global Innovators Class S5
1831,0P0001C8AT.TO,Fidelity Global Innovators Class T5
1832,0P0001C8AY.TO,Fidelity Global Innovators Class S8
1833,0P0001C8B0.TO,Fidelity Global Innovators Class T8
1834,0P0001C8UW.TO,BMO SelectClass Balanced Portfolio D
1835,0P0001C8UZ.TO,BMO SelectClass Income Portfolio D
1836,0P0001CFQL.TO,Mackenzie Canadian Bond Fund - LW
1837,0P0001CFQV.TO,Mackenzie Global Dividend Fund - LW
1838,0P0001CFR3.TO,Mackenzie Income Fund - LW
1839,0P0001CFRF.TO,Mackenzie Strategic Income Fund LW
1840,0P0001CFRG.TO,Mackenzie Strategic Income Fund LW5
1841,0P0001CFRH.TO,Mackenzie US Mid Cap Growth Class - LW
1842,0P0001CFRK.TO,Symmetry Balanced Portfolio LW
1843,0P0001CFRL.TO,Symmetry Balanced Portfolio LW5
1844,0P0001CFRS.TO,Symmetry Conservative Portfolio - LW
1845,0P0001CFRT.TO,Symmetry Conservative Portfolio - LW5
1846,0P0001CFS4.TO,Symmetry Moderate Growth Portfolio LW
1847,0P0001CFS5.TO,Symmetry Moderate Growth Portfolio LW5
1848,0P0001CP85.TO,BMO Asset Allocation Fund Series G
1849,0P0001CP86.TO,BMO Balanced ETF Portfolio Series G
1850,0P0001CP87.TO,BMO Conservative ETF Portfolio Series G
1851,0P0001CP88.TO,BMO Core Bond Fund Series G
1852,0P0001CP89.TO,BMO Core Plus Bond Fund Series G
1853,0P0001CP8A.TO,BMO Dividend Fund Series G
1854,0P0001CP8D.TO,BMO Growth ETF Portfolio Series G
1855,0P0001CP8F.TO,BMO Monthly Income Fund Series G
1856,0P0001CPBD.TO,"Phillips, Hager & North PRisM - Long Series O"
1857,0P0001CPBF.TO,"Phillips, Hager & North PRisM - Short Series O"
1858,0P0001D8RB.TO,BMO Ascent Balanced Portfolio Series T6
1859,0P0001D8S5.TO,Desjardins Canadian Bond D
1860,0P0001D8S6.TO,Desjardins Societerra Canadian Bond Fund D
1861,0P0001D8S7.TO,Desjardins Enhanced Bond Fund D
1862,0P0001D8SN.TO,Desjardins Canadian Equity Fund D
1863,0P0001D8SR.TO,Desjardins American Equity Value Fund D
1864,0P0001D8SS.TO,Desjardins American Equity Growth Fund D
1865,0P0001DBVH.TO,Fidelity Global Innovators Class E2T5
1866,0P0001DBVN.TO,Fidelity Canadian Growth Company Ser E1T5
1867,0P0001DERX.TO,NBI Canadian Bond Private Portfolio Series Advisor
1868,0P0001DESY.TO,NBI Canadian Bond Private Portfolio Series N
1869,0P0001DESZ.TO,NBI Canadian Bond Private Portfolio Series NR
1870,0P0001DEVC.TO,NBI Non-Traditional Fixed Income Private Portfolio N
1871,0P0001DEVD.TO,NBI Non-Traditional Fixed Income Private Portfolio NR
1872,0P0001DEX6.TO,NBI U.S. Equity Private Portfolio Series T5
1873,0P0001DEX9.TO,NBI U.S. Equity Private Portfolio Series Advisor
1874,0P0001DEXC.TO,NBI U.S. Equity Private Portfolio Series NR
1875,0P0001DEXD.TO,NBI U.S. Equity Private Portfolio Series N
1876,0P0001DEY3.TO,NBI Diversified Emerging Markets Equity Fund Series N
1877,0P0001DEY4.TO,NBI Diversified Emerging Markets Equity Fund Series NR
1878,0P0001DKAT.TO,NEI Global Total Return Bond Fund Series O
1879,0P0001DYVK.TO,MDPIM Emerging Markets Equity Pool Series D
1880,0P0001DYVO.TO,MD Bond Fund D
1881,0P0001DYVU.TO,MD Growth Investments Limited D
1882,0P0001E09G.TO,IG Core Portfolio Income Balanced JDSC-RDSP
1883,0P0001E09H.TO,IG Core Portfolio Income Balanced JNL-RDSP
1884,0P0001E09I.TO,IG Core Portfolio Balanced JDSC-RDSP
1885,0P0001E09J.TO,IG Core Portfolio Balanced JNL-RDSP
1886,0P0001E09K.TO,IG Core Portfolio Balanced Growth JDSC-RDSP
1887,0P0001E09K.TO,IG Core Portfolio Balanced Growth JDSC-RDSP
1888,0P0001E09L.TO,IG Core Portfolio Balanced Growth JNL-RDSP
1889,0P0001E09L.TO,IG Core Portfolio Balanced Growth JNL-RDSP
1890,0P0001E2I3.TO,Dynamic Power American Growth Fund Series N
1891,0P0001E4HQ.TO,AGF Elements Yield Portfolio Series T
1892,0P0001ED8A.TO,RBC Managed Payout Solution Sr O
1893,0P0001ED8A.TO,RBC Managed Payout Solution Sr O
1894,0P0001ED8B.TO,RBC Managed Payout Solution-Enhanc Sr O
1895,0P0001ED9S.TO,RBC Core Plus Bond Pool O
1896,0P0001EESH.TO,Fidelity Global Innovators Class E3T5
1897,0P0001EESI.TO,Fidelity Global Innovators Class E4T5
1898,0P0001EESJ.TO,Fidelity Global Innovators Class E5T5
1899,0P0001EESM.TO,Fidelity Global Intrinsic Value Class E4T5
1900,0P0001EESW.TO,Fidelity Special Situations Series E3T5
1901,0P0001EGLO.TO,GWL Real Estate (GRA)75/75 (P)
1902,0P0001EGLP.TO,GWL Real Estate (GRA)75/100 (P)
1903,0P0001EGLQ.TO,GWL Real Estate (GRA)100/100 (P)
1904,0P0001EGLR.TO,GWL Real Estate (GRA)75/75 (PP)
1905,0P0001EGLS.TO,GWL Real Estate (GRA)75/100 (PP)
1906,0P0001EGLT.TO,GWL Real Estate (GRA)100/100 (PP)
1907,0P0001EGS8.TO,LON Balanced (BG) 75/75 (P)
1908,0P0001EGS9.TO,LON Balanced (BG) 75/100 (P)
1909,0P0001EGSA.TO,LON Balanced (BG) 100/100 (P)
1910,0P0001EGSB.TO,LON Balanced (BG) 75/75 (PP)
1911,0P0001EGSC.TO,LON Balanced (BG) 75/100 (PP)
1912,0P0001EGSD.TO,LON Balanced (BG) 100/100 (PP)
1913,0P0001EGSQ.TO,LON Balanced Pro (PSG) 75/75 (P)
1914,0P0001EGSR.TO,LON Balanced Pro (PSG) 75/100 (P)
1915,0P0001EGSS.TO,LON Balanced Pro (PSG) 100/100(P)
1916,0P0001EGST.TO,LON Balanced Pro (PSG) 75/75 (PP)
1917,0P0001EGSU.TO,LON Balanced Pro (PSG) 75/100 (PP)
1918,0P0001EGSV.TO,LON Balanced Pro (PSG) 100/100(PP)
1919,0P0001EGUL.TO,LON Conserve Pro (PSG) 75/75(P)
1920,0P0001EGUM.TO,LON Conserve Pro (PSG) 75/100(P)
1921,0P0001EGUN.TO,LON Conserve Pro (PSG) 100/100(P)
1922,0P0001EGUO.TO,LON Conserve Pro (PSG) 75/75(PP)
1923,0P0001EGUP.TO,LON Conserve Pro (PSG) 75/100(PP)
1924,0P0001EGUQ.TO,LON Conserve Pro (PSG) 100/100(PP)
1925,0P0001EGWF.TO,LON Dividend (G) 75/75 (P)
1926,0P0001EGWG.TO,LON Dividend (G) 75/100 (P)
1927,0P0001EGWH.TO,LON Dividend (G) 100/100 (P)
1928,0P0001EGWI.TO,LON Dividend (G) 75/75 (PP)
1929,0P0001EGWJ.TO,LON Dividend (G) 75/100 (PP)
1930,0P0001EGWK.TO,LON Dividend (G) 100/100 (PP)
1931,0P0001EH36.TO,LON Moderate Pro (PSG) 75/75 (P)
1932,0P0001EH37.TO,LON Moderate Pro (PSG) 75/100 (P)
1933,0P0001EH38.TO,LON Moderate Pro (PSG) 100/100(P)
1934,0P0001EH39.TO,LON Moderate Pro (PSG) 75/75 (PP)
1935,0P0001EH3A.TO,LON Moderate Pro (PSG) 75/100 (PP)
1936,0P0001EH3B.TO,LON Moderate Pro (PSG) 100/100(PP)
1937,0P0001EH3O.TO,LON Mortgage (P) 75/75 (P)
1938,0P0001EH3P.TO,LON Mortgage (P) 75/100 (P)
1939,0P0001EH3Q.TO,LON Mortgage (P) 100/100 (P)
1940,0P0001EH3R.TO,LON Mortgage (P) 75/75 (PP)
1941,0P0001EH3S.TO,LON Mortgage (P) 75/100 (PP)
1942,0P0001EH3T.TO,LON Mortgage (P) 100/100 (PP)
1943,0P0001EHZW.TO,Counsel Balanced Portfolio Series T
1944,0P0001EW2Z.TO,Scotia Selected Balanced Growth Portfolio Series T
1945,0P0001EW30.TO,Scotia Selected Balanced Income Portfolio Series T
1946,0P0001EWTZ.TO,Dynamic Global Yield Private Pool A
1947,0P0001EWU7.TO,Dynamic Tactical Bond Private Pool A
1948,0P0001F29A.TO,AGF Elements Yield Portfolio Series V
1949,0P0001F29P.TO,AGF Total Return Bond Fund V
1950,0P0001F2PP.TO,CI Munro Alternative Global Growth Fund A
1951,0P0001F2PR.TO,CI Munro Alternative Global Growth Fund I
1952,0P0001F5OC.TO,RBC Core Plus Bond Pool A
1953,0P0001F6CV.TO,CIBC Smart Balanced Solution Series A
1954,0P0001F6CW.TO,CIBC Smart Balanced Solution Series T5
1955,0P0001F6D7.TO,CIBC Smart Balanced Income Solution Series A
1956,0P0001F6D8.TO,CIBC Smart Balanced Income Solution Series T5
1957,0P0001FAU5.TO,TD Comfort Aggressive Growth Portfolio D Series
1958,0P0001FAU6.TO,TD Comfort Balanced Growth Portfolio D Series
1959,0P0001FAU7.TO,TD Comfort Balanced Income Portfolio D Series
1960,0P0001FAU8.TO,TD Comfort Balanced Portfolio D Series
1961,0P0001FAUA.TO,TD Comfort Growth Portfolio - D
1962,0P0001FAUA.TO,TD Comfort Growth Portfolio - D
1963,0P0001FAUD.TO,TD Mgd Aggressive Growth Port D
1964,0P0001FAUE.TO,TD Mgd Balanced Growth Port D
1965,0P0001FAUF.TO,TD Mgd Inc & Mod Growth Port D
1966,0P0001FAUG.TO,TD Mgd Income Portfolio D
1967,0P0001FAUJ.TO,TD Retirement Balanced Portfolio D Series
1968,0P0001FAUK.TO,TD Retirement Conservative Portfolio D Series
1969,0P0001FAUK.TO,TD Retirement Conservative Portfolio D Series
1970,0P0001FE2Y.TO,NBI Diversified Emerging Markets Equity Fund Series Advisor
1971,0P0001FF9T.TO,CI Signature Select Canadian Fund Class P
1972,0P0001FFF9.TO,IG Core Portfolio Balanced Growth TJ DSC
1973,0P0001FFF9.TO,IG Core Portfolio Balanced Growth TJ DSC
1974,0P0001FFFA.TO,IG Core Portfolio Balanced Growth TJ NL
1975,0P0001FFFA.TO,IG Core Portfolio Balanced Growth TJ NL
1976,0P0001FFFB.TO,IG Core Portfolio Balanced Growth TU
1977,0P0001FFFB.TO,IG Core Portfolio Balanced Growth TU
1978,0P0001FFFC.TO,IG Core Portfolio Balanced Growth T DSC
1979,0P0001FFFC.TO,IG Core Portfolio Balanced Growth T DSC
1980,0P0001FFFD.TO,IG Core Portfolio Balanced Growth T NL
1981,0P0001FFFD.TO,IG Core Portfolio Balanced Growth T NL
1982,0P0001FFFE.TO,IG Core Portfolio Balanced Growth TC
1983,0P0001FFFE.TO,IG Core Portfolio Balanced Growth TC
1984,0P0001FFFF.TO,IG Core Portfolio Balanced T DSC
1985,0P0001FFFG.TO,IG Core Portfolio Balanced T NL
1986,0P0001FFFH.TO,IG Core Portfolio Balanced TC
1987,0P0001FFFI.TO,IG Core Portfolio Balanced TJ DSC
1988,0P0001FFFJ.TO,IG Core Portfolio Balanced TJ NL
1989,0P0001FFFK.TO,IG Core Portfolio Balanced TU
1990,0P0001FFFR.TO,IG Core Portfolio Income Balanced T DSC
1991,0P0001FFFS.TO,IG Core Portfolio Income Balanced T NL
1992,0P0001FFFT.TO,IG Core Portfolio Income Balanced TC
1993,0P0001FFFU.TO,IG Core Portfolio Income Balanced TJ DSC
1994,0P0001FFFV.TO,IG Core Portfolio Income Balanced TJ NL
1995,0P0001FFFW.TO,IG Core Portfolio Income Balanced TU
1996,0P0001FFUP.TO,Manulife Strategic Balanced Yield Fund Series D
1997,0P0001FFUQ.TO,Manulife Dividend Income Fund Sr D
1998,0P0001FFVI.TO,Manulife Fundamental Income Fund Series D
1999,0P0001FFWH.TO,Manulife Strategic Income Fund Series D
2000,0P0001FFWK.TO,Manulife Yield Opportunities Fund Series D
2001,0P0001FG0X.TO,Manulife U.S. All Cap Equity Fund Series D
2002,0P0001FG1R.TO,CI Signature Canadian Balanced Class P
2003,0P0001FGIU.TO,Mackenzie Canadian Growth Fund PWT8
2004,0P0001FGIW.TO,Mackenzie Canadian Growth Fund T8
2005,0P0001FGKE.TO,Mackenzie Global Strategic Income Fund T8
2006,0P0001FGL0.TO,Mackenzie Income Fund T8
2007,0P0001FHO9.TO,Mackenzie Canadian Growth Balanced Fund Investor Series
2008,0P0001FHOA.TO,Mackenzie Canadian Growth Balanced Fund LB
2009,0P0001FHOB.TO,Mackenzie Canadian Growth Balanced Fund LW
2010,0P0001FHOC.TO,Mackenzie Canadian Growth Balanced Fund LW6
2011,0P0001FHOD.TO,Mackenzie Canadian Growth Balanced Fund LX
2012,0P0001FHOG.TO,Mackenzie Canadian Growth Fund C
2013,0P0001FHOH.TO,Mackenzie Canadian Growth Fund C5
2014,0P0001FHOI.TO,Mackenzie Canadian Growth Fund DZ
2015,0P0001FHOJ.TO,Mackenzie Canadian Growth Fund GFB
2016,0P0001FHOK.TO,Mackenzie Canadian Growth Fund LB
2017,0P0001FHOL.TO,Mackenzie Canadian Growth Fund LW
2018,0P0001FHOM.TO,Mackenzie Canadian Growth Fund PWT5
2019,0P0001FHON.TO,Mackenzie Canadian Growth Fund T5
2020,0P0001FHSJ.TO,TD U.S. Blue Chip Equity Fund T8 Series ISC
2021,0P0001FHSK.TO,TD U.S. Blue Chip Equity Fund H8 Series
2022,0P0001FIHX.TO,CI Canadian Investment Fund Class P
2023,0P0001FIZD.TO,Cambridge Canadian Dividend Fund Class P
2024,0P0001FJ0A.TO,Signature Global Income & Growth Fund Class P
2025,0P0001FJ4I.TO,Signature Global Income & Growth Corporate Cl PT5
2026,0P0001FJ4J.TO,Signature Global Income & Growth Corporate Cl PT8
2027,0P0001FJ55.TO,Cambridge Asset Allocation Corporate Class P
2028,0P0001FJ56.TO,Cambridge Asset Allocation Corporate Class PT5
2029,0P0001FJ57.TO,Cambridge Asset Allocation Corporate Class PT8
2030,0P0001FJE2.TO,CI Signature Global Income & Growth Corporate Class P
2031,0P0001FJO4.TO,CI Income Fund Class P
2032,0P0001FJSN.TO,CI Select Income Managed Corporate Class Class P
2033,0P0001FJSO.TO,CI Select Income Managed Corporate Class Class PT5
2034,0P0001FJSP.TO,CI Select Income Managed Corporate Class Class PT8
2035,0P0001FJX9.TO,Signature Diversified Yield Fund P
2036,0P0001FKDO.TO,CI Portfolio Series Income Class P
2037,0P0001FKFF.TO,CI Black Creek Global Leaders Fund Class P
2038,0P0001FKV1.TO,CI Signature Canadian Bond Cl P
2039,0P0001FKV1.TO,CI Signature Canadian Bond Cl P
2040,0P0001FL35.TO,CI Portfolio Series Balanced Class P
2041,0P0001FL36.TO,CI Portfolio Series Balanced Class PT5
2042,0P0001FL37.TO,CI Portfolio Series Balanced Class PT8
2043,0P0001FL8O.TO,CI Signature Income & Growth Fund Class P
2044,0P0001FM4N.TO,CI Signature Income & Growth Fund Class Z
2045,0P0001GZJR.TO,Fidelity Global Growth Portfolio Sr E2T5
2046,0P0001GZJW.TO,Fidelity NorthStar Balanced Fund Series E3T5
2047,0P0001H03Q.TO,Fidelity Canadian Growth Company Fund Series S5
2048,0P0001H03R.TO,Fidelity Canadian Growth Company Fund Series S8
2049,0P0001H03S.TO,Fidelity Canadian Growth Company Fund Series T5
2050,0P0001H03T.TO,Fidelity Canadian Growth Company Fund Series T8
2051,0P0001H043.TO,Fidelity Dividend Plus Fund Series E5
2052,0P0001H0J8.TO,Mackenzie Canadian Bond Fund I
2053,0P0001H0J9.TO,Mackenzie Canadian Growth Fund I
2054,0P0001H0JA.TO,Mackenzie Canadian Growth Balanced Fund Investor Series I
2055,0P0001H0T7.TO,Manulife U.S. Monthly High Income S2 Id 100
2056,0P0001H0TO.TO,Manulife U.S. Monthly High Income S2 Id 100 PLTN
2057,0P0001H0TP.TO,Manulife U.S. Monthly High Income S2 Id 75/100
2058,0P0001H0TQ.TO,Manulife U.S. Monthly High Income S2 Id 75/100 PLTN
2059,0P0001H211.TO,BMO Retirement Balanced Portfolio Series G
2060,0P0001H212.TO,BMO Retirement Conservative Portfolio Series G
2061,0P0001H31V.TO,Mackenzie Ivy Global Balanced Fund Series AR
2062,0P0001H31X.TO,Mackenzie Canadian Growth Fund AR
2063,0P0001H31Y.TO,Mackenzie Canadian Growth Balanced Fund Ser AR
2064,0P0001H38X.TO,Mackenzie Canadian Dividend Fund AR
2065,0P0001H38Y.TO,Mackenzie Canadian Dividend Fund GJ
2066,0P0001H390.TO,Mackenzie Canadian Dividend Fund Investor
2067,0P0001H3MS.TO,Russell Investments Global Infrastructure Pool O
2068,0P0001H590.TO,Fidelity True North Series Q
2069,0P0001H73U.TO,Mackenzie Canadian Bond Fund PWR
2070,0P0001H73V.TO,Mackenzie Canadian Growth Balanced Fund PWR
2071,0P0001H73X.TO,Mackenzie Canadian Dividend Fund PWR
2072,0P0001H74B.TO,Mackenzie Global Dividend Fund PWR
2073,0P0001H74H.TO,Mackenzie Global Strategic Income Fund PWR
2074,0P0001H74R.TO,Mackenzie Income Fund PWR
2075,0P0001H74W.TO,Mackenzie Ivy Foreign Equity Fund PWR
2076,0P0001H74X.TO,Mackenzie Ivy Global Balanced Fund PWR
2077,0P0001H752.TO,Mackenzie Strategic Income Fund PWR
2078,0P0001H756.TO,Mackenzie US Mid Cap Growth Class PWR
2079,0P0001H759.TO,Symmetry Balanced Portfolio PWR
2080,0P0001H75B.TO,Symmetry Conservative Portfolio PWR
2081,0P0001H75F.TO,Symmetry Moderate Growth Portfolio PWR
2082,0P0001H98H.TO,United Canadian Fixed Income Pool Class W
2083,0P0001H98H.TO,United Canadian Fixed Income Pool Class W
2084,0P0001H9Q0.TO,AGF Fixed Income Plus Series O
2085,0P0001H9Q3.TO,AGF Total Return Bond Fund Series O
2086,0P0001H9QG.TO,Beutel Goodman Fundamental Canadian Equity Fund I
2087,0P0001H9R7.TO,BMO AM Global Absolute Return Bond Fd I
2088,0P0001H9RM.TO,BMO Monthly Income Fund Series I
2089,0P0001H9RN.TO,BMO Monthly Income Fund Series R
2090,0P0001H9V3.TO,CIBC Canadian Bond Fund O Class
2091,0P0001H9V4.TO,CIBC Canadian Bond Index Fund Class O
2092,0P0001H9VB.TO,CIBC Money Market Fund Class O
2093,0P0001H9VU.TO,CIBC Canadian Short-Term Bond Index Fund Class O
2094,0P0001H9XH.TO,Dynamic Power American Growth Fund Series IN
2095,0P0001H9Y0.TO,Dynamic Tactical Bond Private Pool O
2096,0P0001H9Y3.TO,Dynamic Total Return Bond Fund Series O
2097,0P0001H9Y4.TO,Dynamic Total Return Bond Fund Series T
2098,0P0001HAC0.TO,Desjardins American Eq Value I
2099,0P0001HAC1.TO,Desjardins American Equity Growth I
2100,0P0001HAC2.TO,Desjardins Can Bond I Class
2101,0P0001HAC7.TO,Desjardins Enhanced Bond I Class
2102,0P0001HAG6.TO,NBI Canadian Bond Index Fund O Series
2103,0P0001HAJ7.TO,NBI SmartData International Equity Fund H / ISC
2104,0P0001HAJ8.TO,NBI SmartData International Equity Fund H / LSC
2105,0P0001HAJ9.TO,NBI SmartData International Equity Fund Invt Ser
2106,0P0001HAJA.TO,NBI SmartData International Equity Fund O Series
2107,0P0001HAU1.TO,NBI Bond Fund Investor 2 Series
