_id,Category,Topic,Special,Characteristic,Agincourt North,Agincourt South-Malvern West,Alderwood,Annex,Banbury-Don Mills,Bathurst Manor,Bay Street Corridor,Bayview Village,Bayview Woods-Steeles,Bedford Park-Nortown,Beechborough-Greenbrook,Bendale,Birchcliffe-Cliffside,Black Creek,Blake-Jones,Briar Hill-Belgravia,Bridle Path-Sunnybrook-York Mills,Broadview North,Brookhaven-Amesbury,Cabbagetown-South St. James Town,Caledonia-Fairbank,Casa Loma,Centennial Scarborough,Church-Yonge Corridor,Clairlea-Birchmount,Clanton Park,Cliffcrest,Corso Italia-Davenport,Danforth,Danforth East York,Don Valley Village,Dorset Park,Dovercourt-Wallace Emerson-Junction,Downsview-Roding-CFB,Dufferin Grove,East End-Danforth,Edenbridge-Humber Valley,Eglinton East,Elms-Old Rexdale,Englemount-Lawrence,Eringate-Centennial-West Deane,Etobicoke West Mall,Flemingdon Park,Forest Hill North,Forest Hill South,Glenfield-Jane Heights,Greenwood-Coxwell,Guildwood,Henry Farm,High Park North,High Park-Swansea,Highland Creek,Hillcrest Village,Humber Heights-Westmount,Humber Summit,Humbermede,Humewood-Cedarvale,Ionview,Islington-City Centre West,Junction Area,Keelesdale-Eglinton West,Kennedy Park,Kensington-Chinatown,Kingsview Village-The Westway,Kingsway South,Lambton Baby Point,L'Amoreaux,Lansing-Westgate,Lawrence Park North,Lawrence Park South,Leaside-Bennington,Little Portugal,Long Branch,Malvern,Maple Leaf,Markland Wood,Milliken,Mimico (includes Humber Bay Shores),Morningside,Moss Park,Mount Dennis,Mount Olive-Silverstone-Jamestown,Mount Pleasant East,Mount Pleasant West,New Toronto,Newtonbrook East,Newtonbrook West,Niagara,North Riverdale,North St. James Town,Oakridge,Oakwood Village,O'Connor-Parkview,Old East York,Palmerston-Little Italy,Parkwoods-Donalda,Pelmo Park-Humberlea,Playter Estates-Danforth,Pleasant View,Princess-Rosethorn,Regent Park,Rexdale-Kipling,Rockcliffe-Smythe,Roncesvalles,Rosedale-Moore Park,Rouge,Runnymede-Bloor West Village,Rustic,Scarborough Village,South Parkdale,South Riverdale,St.Andrew-Windfields,Steeles,Stonegate-Queensway,Tam O'Shanter-Sullivan,Taylor-Massey,The Beaches,Thistletown-Beaumond Heights,Thorncliffe Park,Trinity-Bellwoods,University,Victoria Village,Waterfront Communities-The Island,West Hill,West Humber-Clairville,Westminster-Branson,Weston,Weston-Pelham Park,Wexford/Maryvale,Willowdale East,Willowdale West,Willowridge-Martingrove-Richview,Woburn,Woodbine Corridor,Woodbine-Lumsden,Wychwood,Yonge-Eglinton,Yonge-St.Clair,York University Heights,Yorkdale-Glen Park
2310,Income,Income sources,,    Canada Pension Plan (CPP) and Qubec Pension Plan (QPP) benefits: Average amount ($),5739,6190,8047,8250,8242,7476,8217,7716,7871,8659,7457,7172,7880,6282,6288,7250,8834,7444,7102,7509,7112,8676,7902,8016,7366,7444,7707,7208,7207,7035,6979,6231,6800,7503,6221,7374,8228,6711,7332,7275,8297,7523,6089,8159,9164,6874,5985,8521,6732,7946,8234,7658,6865,8024,7347,6828,7604,7072,7619,7144,6736,6554,5405,7815,8892,7924,6494,7977,8427,8594,8766,6822,7843,5964,8076,8399,5546,7721,7318,6663,7022,6126,8108,7869,7243,6618,6806,6761,7951,6147,6377,6999,7846,7862,7134,7512,7830,7492,7484,8333,4621,7255,6897,6546,8884,6755,8066,7387,7006,6436,6337,8295,6157,8294,6591,6766,8182,7596,6672,7398,7836,6825,7423,7004,6778,5959,6720,6486,7483,6848,7383,8044,6605,6627,7194,7087,8261,8928,7231,7495
2353,Income,Income sources,,      Government transfers not included elsewhere: Aggregate amount ($'000),6006,4049,1166,3027,2971,2253,3493,2827,1748,2153,1113,4891,2449,4846,1180,2062,701,1442,3011,1348,1238,904,1291,3347,3711,1871,1956,1657,1270,1889,4227,4219,4964,5479,1573,2434,1545,4010,1619,3384,2058,1586,4441,1326,1097,6149,1947,903,2434,2141,2000,1622,3092,1293,2219,2794,1553,2128,4997,1490,1779,3067,3680,3709,542,1005,8616,1650,1025,1051,1139,1703,1182,8296,1362,1145,5664,3598,2740,2565,2224,6341,1342,2978,1675,2746,3988,2184,1071,3112,2907,3234,2617,1023,1640,4910,1317,769,2371,878,2127,1539,3650,1826,1526,6625,791,1866,3036,3186,3465,1974,5199,2531,4944,2725,1534,1678,4295,2212,891,2853,5332,4524,5657,4922,3045,1758,4025,7352,2620,2779,9682,1264,839,1662,925,955,4717,1956
2328,Income,Income sources,,    Child benefits: Average amount ($),6244,5882,3933,3313,3835,4419,5014,4604,4937,3966,7248,6598,4185,8902,5802,4607,2833,5316,6684,4182,4650,3521,4116,4766,5573,4689,4827,4115,3766,3966,5615,6529,4802,5834,4523,4310,4076,6981,8060,7692,4526,5523,8026,4087,2934,8136,4790,3886,6233,3426,3702,5065,4675,5353,7653,7161,3784,6070,4623,3610,5708,6544,6493,7960,2407,5089,6166,3796,2657,2590,2724,4761,4433,7242,5388,3346,6825,4187,6963,7847,6886,8295,2998,3989,5236,4464,4930,3986,3185,7494,9063,5034,5324,4020,3451,5890,4559,2795,5020,3067,8792,5928,6574,4283,2675,5282,2777,8194,7718,5634,4697,4360,6011,3719,6085,7460,3048,6753,9818,4368,2383,6081,4363,7103,6141,5691,7198,5888,6150,4441,3788,5596,7143,3933,3924,3820,3023,3309,6800,5589
2324,Income,Income sources,,      EI - Regular benefits: Aggregate amount ($'000),6333,5108,2998,3454,4216,2617,2596,3106,1572,2102,1599,4703,5199,5344,806,3657,402,2211,4673,2351,2787,1053,2934,4704,5928,3415,3375,3897,1407,3028,6425,5005,8958,9456,3072,3258,2778,5558,1883,3165,3469,1961,4322,1410,1189,7142,2203,1823,2179,4289,4047,2540,2332,2296,2721,3804,2634,2402,8662,2616,2844,3643,2259,4763,729,1211,8660,1984,1284,1357,1781,3647,2132,10339,2196,1194,6141,6610,3578,3394,3864,7710,2390,5138,2709,1727,4044,5964,1665,3710,2152,4384,4163,1559,2463,7689,2930,1200,2967,1574,1669,2550,5966,3007,2004,9089,1664,2164,2968,5773,4778,1677,3766,4016,4905,3053,2887,2917,3340,3093,804,3390,11427,5764,7272,5461,4451,2861,5579,6120,2127,4199,10652,2585,1586,2698,1552,2092,6270,3216
2297,Income,Income sources,,  Government transfers: Average amount ($),6622,6048,7339,5148,7467,7009,3152,5268,6938,6426,8230,6816,7264,8399,6988,6461,5482,7088,7459,6624,6823,6574,7101,4192,6853,6226,7598,6911,7103,7423,6448,6920,6031,7701,5582,6617,7078,7564,7994,7782,7893,6947,7538,6379,6164,8748,6629,8520,5010,5932,5994,6888,6912,8547,8563,7614,5535,6984,6663,5614,7729,7595,5483,8653,6715,7499,7067,4896,5459,5181,5783,4876,6702,6882,7648,7806,6208,6602,7452,5940,7531,7551,6045,5480,7134,5281,5983,3556,5849,5825,7954,7546,7569,7643,5103,6958,7317,5679,6762,6509,6580,7748,8237,6105,6579,6465,6035,9500,8115,5972,6145,5877,6673,7076,7278,6952,6023,7690,7987,5664,4533,7889,3618,8298,6591,6936,7975,7483,7292,4275,5790,8445,7318,6759,7200,6406,5516,6536,6380,7735
2320,Income,Income sources,,    Employment Insurance (EI) benefits: Average amount ($),6841,7393,7495,6959,8202,6983,8106,8020,6759,9058,6320,6499,8153,6790,6323,6871,6772,7428,6350,7256,6881,8148,7609,7005,7195,8017,7754,7571,8236,8564,7739,6897,6977,7035,7126,8109,7263,7330,6726,6707,7266,6807,7144,8278,6881,6384,7901,7625,7093,8138,7299,7339,6802,7230,6752,7283,7600,6101,7802,7747,6848,7140,6413,7331,9323,9271,7133,8542,9059,7971,9002,7243,7857,6810,6946,6221,6801,7293,7228,6854,7262,7080,9501,6924,6689,7008,7710,7473,8935,7324,6870,7524,7735,8654,7139,7808,6704,7347,6728,7438,7388,7187,7045,7703,9238,7446,9723,7364,6472,6940,7961,8469,7077,8388,7296,7091,8884,8137,7842,7100,7507,6841,7454,7332,6496,7574,7020,6291,6749,7913,8000,6898,6844,8392,7886,7668,8143,7395,6300,7030
2346,Income,Income sources,,      Social assistance benefits: Aggregate amount ($'000),7011,7275,2748,7010,5134,5194,3879,3519,3269,2547,6283,12186,10279,24539,5822,6279,0,7745,14462,5728,3987,1340,2190,13760,13478,4222,8950,4824,2945,5491,11570,14311,19260,20236,4359,12041,3366,18786,6592,10901,4991,6223,18881,4123,881,26773,9773,2332,8920,6278,5001,3154,3342,4011,7528,9898,5207,9671,14280,5765,4753,15663,12594,19625,0,4428,19766,2455,1162,1329,1374,5403,6102,23316,3049,1755,7436,13632,11712,20557,11562,31991,2371,8636,8708,3289,9388,7171,2559,18348,16664,9943,13981,3870,3734,16725,4060,1895,3421,1070,13170,6543,15282,10561,2118,15545,1324,8749,19777,24819,14336,2382,5455,6723,9996,14732,3789,5601,18515,4862,1913,13949,9763,26754,12083,13954,19799,8553,15262,5477,2186,8306,36044,7212,4294,4058,1781,2136,15877,5530
2325,Income,Income sources,,      EI - Other benefits: Average amount ($),8185,8517,9221,8468,9274,7765,8985,8862,3222,11039,6690,6923,9128,6669,7491,8098,8631,7738,6945,8284,7690,8503,9756,7530,8616,8717,9017,9244,10764,10367,7234,7929,8868,7301,7433,10369,7502,7097,6616,8323,8988,7564,7108,9498,5000,6160,9548,9521,7889,9137,8367,8725,7265,7036,7282,7838,8464,7065,8802,10524,8043,7600,6444,7991,6679,9700,8434,10928,11295,8189,9036,9451,9098,7250,8630,7042,6859,7628,8532,7156,7427,7080,11530,9022,6687,1386,8789,10155,11261,7750,7089,9324,8610,10143,6180,7990,8161,9136,7517,7913,9204,7308,8015,9156,10373,9061,10491,8980,6809,7556,10009,8660,9013,9880,8533,8200,11441,8150,7952,8787,3329,7405,9871,8128,6765,7596,7647,7248,7048,10144,10061,7474,7550,10411,9531,8978,11337,7311,6477,8015
2345,Income,Income sources,,      Social assistance benefits: Average amount ($),8602,8926,9642,8296,8348,9708,8917,8280,8835,9096,9378,10030,8748,10311,9169,8970,0,10058,10149,9239,9166,8375,10683,9143,9360,8983,9835,8771,8068,8320,10284,10333,9128,9412,8896,8854,9097,10350,9350,9562,9507,10918,11205,9062,5873,9460,9822,8329,12476,7897,9261,9142,7345,9783,10529,10049,9216,9344,9038,9451,8412,9214,9028,11477,0,9130,9737,8614,7042,6645,6107,9735,10003,9797,8711,9486,9124,8738,9968,8804,9213,10975,8622,8344,9264,8771,9934,9020,7639,9337,10099,8684,10395,9000,8207,9114,10150,8422,8243,7379,9684,9088,8989,9963,7060,10193,8275,9357,10492,10193,9219,7940,8203,9815,8925,9954,7733,8617,11869,8760,7971,9858,7970,9355,9367,10112,9826,9051,10312,7996,7052,9888,10026,9129,9542,7804,9894,8544,9507,8316
2316,Income,Income sources,,      CPP/QPP - Disability benefits: Average amount ($),8656,7880,11452,3650,10193,11212,9767,7533,0,10618,13808,10706,9995,9824,8255,8926,0,11414,10345,11082,11600,8747,12133,9560,11926,11017,9733,8774,10391,7917,2192,10306,10300,9769,9991,11671,8970,8541,11293,10498,12702,7337,6763,11088,6986,10484,10758,16171,4440,9961,10335,10792,3895,10446,11463,10800,12212,10389,9551,7560,9809,9779,8855,11234,0,12633,9763,5371,0,0,4467,7850,10152,8333,10592,11441,3192,9968,13155,11332,12481,9375,5133,11025,12408,4267,8724,6470,11227,7686,10103,11325,10185,11045,5717,8975,12474,7467,10440,5986,5927,10823,9632,3800,10188,10418,13232,12084,9348,8541,8620,0,3811,12429,5406,10908,9407,9846,3684,13448,0,10011,8247,10383,11443,8767,9676,9329,11021,10500,10168,10862,9032,10469,10811,10417,12867,5950,8888,11836
2306,Income,Income sources,,      Guaranteed Income Supplement (GIS) and spousal allowance: Average amount ($),8943,7694,5020,6380,6455,7431,6598,7640,7153,6606,5823,7249,5185,7679,7620,5693,5175,5623,6172,7238,5269,6476,6591,6577,6661,6484,6724,4422,5944,5961,7490,7447,5695,5665,6507,6512,5440,7038,6542,7731,5589,6119,7831,6177,4720,6710,7031,4730,8322,6288,5042,8030,8999,4683,5988,6624,6898,7277,6739,6495,5452,7114,9035,6162,2915,7344,8135,6294,7519,3106,4337,5213,5724,8532,4827,5585,9105,6916,7606,7270,7054,8245,6000,7385,6870,9080,7638,6849,5128,8169,7860,6026,5741,5088,5333,7043,5266,5749,6029,5347,8634,5957,6490,7044,4624,8585,4223,6043,7026,7305,6939,6695,8738,5242,7797,7009,5203,6962,8725,5042,6442,7243,7098,7372,7683,8686,7016,5797,6475,8021,8478,5908,8651,6700,6074,6226,5071,5068,6809,5122
2300,Income,Income sources,,    Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS): Average amount ($),9443,8691,7353,7306,7289,8747,7465,7676,7537,6933,8491,8552,7613,9888,9812,8456,6620,8415,8674,8480,8543,6825,7315,7877,8390,8074,8096,8349,8961,8644,8137,9321,8968,8514,8984,8557,7293,8824,8702,8960,7260,8101,9572,7787,6430,9147,9847,7090,8658,7941,7294,7566,8734,7505,8564,8768,8257,9000,7931,8093,9010,8947,10742,7994,6203,7887,9152,7144,7159,6142,6415,8901,7854,9545,7892,6978,9522,8149,8433,9531,9237,9606,7394,8158,9390,8899,8665,8379,7849,10281,9525,9038,8318,7786,8134,7801,7680,8443,8006,6641,11388,8253,9146,9206,6339,8831,7259,8501,8829,9662,9462,7048,9187,7401,8756,9366,6960,8410,9715,8524,8466,8885,8052,8719,8855,9476,9431,9605,8134,8243,8821,7663,9238,8978,8864,8961,7038,6609,8648,8319
2286,Income,Income sources,,      Net self-employment income: Average amount ($),10358,11650,15382,39160,36939,22581,28197,21966,18368,79743,15607,10444,31495,10540,23421,13437,103307,24132,10988,29356,15584,56328,17205,21350,12651,27641,6711,17809,22281,19057,14544,10576,15459,12912,16549,25454,46213,10215,10602,27193,15779,12013,10059,61487,72692,9418,15922,24580,15378,23300,35267,13221,13700,21055,8065,9366,45480,9357,19487,20147,14433,10699,18966,13623,68713,54308,10895,45756,65670,97253,73329,19169,20403,8032,12803,22922,10090,20477,10514,36424,11856,9260,44712,26882,32866,10953,13603,23050,35850,12309,9207,16017,17595,26700,25788,17580,10114,37611,13070,63864,16498,10041,12545,19212,85295,11395,31565,12273,13302,13891,23813,57008,12660,32534,11204,9797,40794,9112,10717,26070,20607,13942,29131,10910,10201,13663,12804,13758,12286,19148,17114,16505,10275,22101,14912,31543,60460,60265,9926,14891
2321,Income,Income sources,,    Employment Insurance (EI) benefits: Aggregate amount ($'000),11083,8613,5659,6333,7546,5342,4823,5895,2501,5661,2623,8904,8887,8522,2055,6012,982,4048,7303,3737,4610,2811,5364,7705,11476,6494,6009,7420,3171,7665,9674,10380,16152,15195,4917,9082,4648,9236,3094,6673,6539,4050,7894,3518,1858,11300,6123,3622,4433,9318,7737,4330,4047,3796,4085,6882,4598,4179,17281,6004,5307,6105,3463,8431,2424,3013,16264,4698,3669,3308,4411,5686,4243,17365,3994,2115,9861,12106,6614,5312,6572,13382,6461,9244,4716,2733,8018,10500,4423,6811,4431,8878,7812,3851,3962,12610,4626,2204,4743,2566,3694,4348,10285,5854,4434,18130,4521,4050,5339,8779,11822,3303,7855,9814,8937,5815,7907,4923,5999,5680,1614,6157,20199,10228,12147,9922,7827,4655,9550,12779,4480,7726,19197,6294,3312,5176,3542,3106,9576,5237
2291,Income,Income sources,,    Private retirement income: Average amount ($),18482,18200,18562,42918,29704,18528,37712,32763,28249,37101,16907,18837,24526,10554,23273,12881,55725,18905,13776,30480,12750,39286,29064,33813,16507,20219,24144,13773,16603,18673,22622,16009,13764,11984,14578,21778,30817,16316,14089,19952,22654,20113,16097,28634,47658,10923,16126,28126,22484,26138,27920,22298,25810,20844,12531,11766,26816,15030,24601,19870,11925,15892,18243,21601,40836,28233,20068,30480,35666,44390,35789,13591,19551,15002,12494,28728,18780,25796,21337,31408,16723,13879,30531,30177,15962,26943,18677,22903,28591,16947,14854,13206,20172,23150,17508,24127,14285,23307,18257,35571,17011,15549,16222,17678,47811,21008,26401,11071,21921,11962,18769,36400,19042,25594,17961,16835,32359,17314,20856,17750,26958,18797,28481,17762,14722,16201,16761,10346,18034,27432,24524,21041,20190,22003,19674,19513,36438,48170,13455,14165
2329,Income,Income sources,,    Child benefits: Aggregate amount ($'000),18764,13969,5034,4821,9799,7269,4337,8149,6023,9657,5835,20849,10107,25994,5367,6888,2153,5369,16276,2133,5231,2447,6009,3813,18529,8510,9268,5740,3860,8230,16397,19194,15269,24679,3641,11121,5992,21014,9390,19422,8644,7042,21388,5375,2215,32706,7976,3828,9567,6440,8497,5901,7854,5540,11250,14502,5051,9803,17775,5270,7164,13349,6525,21451,2299,5573,28363,5884,5102,4053,5448,4499,4500,39686,5846,3396,18495,10489,13996,6866,12120,37866,5561,6822,6257,5267,10993,5820,3934,11316,16494,11628,11554,4121,2795,23001,6269,2054,7831,3634,10374,6936,15645,6296,4052,30369,3554,10734,17674,8732,12329,7695,14636,10040,16187,14285,7132,8137,27441,5067,703,11553,10472,23689,22659,15763,14396,7066,18635,18940,4792,13178,47070,6313,3335,4698,3310,2267,19652,7992
2295,Income,Income sources,,    Market income not included elsewhere: Aggregate amount ($'000),19385,15515,6835,99046,43794,12648,61892,23621,17075,77070,2873,12397,20662,7489,7436,6563,53220,7407,8384,15975,2962,38689,19158,42055,14630,15340,15502,8327,12442,11179,19621,12158,22376,12655,9301,14829,33809,8177,5656,20992,12214,5504,8643,18261,34373,10909,7650,10401,10454,20565,26189,11886,15016,8009,5946,5396,22044,6154,40523,12760,3859,7431,21116,10886,44264,8893,22573,25775,31363,64462,40584,11694,6599,20709,3912,19139,12185,26108,7631,14722,3965,8902,27827,31879,8494,14173,13758,26134,14998,12599,6305,15020,15996,6730,12124,26284,3953,11248,15511,40375,8400,3953,6998,13175,154418,32849,12338,3014,9434,9373,21217,51019,14090,28591,18277,7442,52822,3314,7777,20887,14098,9279,83623,12386,12877,14848,7250,5125,13646,45088,16811,13543,21519,6928,4704,12298,27458,38869,20086,7618
2343,Income,Income sources,,    Other government transfers: Aggregate amount ($'000),20627,17627,7489,14925,12916,12316,11395,10037,7704,8160,10213,25314,17524,38013,8787,13674,1617,12119,23686,9297,8881,3556,5686,22478,23361,9319,14327,13355,6621,11134,21409,25076,37300,40060,9883,18594,8097,29369,11428,20363,12834,10867,29005,7723,3122,48077,14875,5037,14848,12690,10554,8318,10166,8512,15662,17801,9692,15413,28711,11133,11611,23788,21522,30547,1648,7455,40948,6606,3316,4201,4486,10985,9693,44120,8995,4971,20746,24548,18971,27265,18432,48733,5378,16804,13657,9353,19170,14197,5193,26089,23862,21931,21619,7618,9210,29601,9553,3928,10074,3764,18348,11626,28712,15214,5827,32847,3944,15521,27732,33521,23351,6916,18156,14903,21676,21177,8505,10637,28039,12023,4124,21629,25193,39819,28438,26739,28738,16448,26909,22182,8332,17100,60024,10927,7045,9105,6015,5334,30486,12999
2304,Income,Income sources,,      Old Age Security pension (OAS): Aggregate amount ($'000),21775,16365,10925,18692,28513,12714,8917,12931,13606,15855,4389,22196,18619,12154,4302,10394,4711,9946,10887,8745,7090,9101,11874,12605,16161,11778,13451,11453,8190,14262,19765,13870,22604,30331,7636,12509,14023,14165,6743,15264,20082,8931,12952,8903,7592,23682,8255,13476,5444,14786,16603,11483,16263,12280,12484,10332,8528,9176,33056,7239,9346,12141,10719,18373,8313,4718,36260,8863,8565,7872,11191,8088,7224,23260,10672,13900,16470,24245,11969,7055,6995,14221,11148,18199,7076,10938,17525,6557,8029,7234,6643,18905,13917,8018,10808,25308,8827,5899,16253,9280,2815,8587,19346,8135,16720,26327,6803,9156,8991,9748,13413,11254,19597,21262,26189,7492,14084,8142,8954,12541,4553,15088,20284,21047,21715,19352,11514,6861,22302,22418,13405,26830,35400,6699,5796,11395,7006,9800,17895,14914
2314,Income,Income sources,,      CPP/QPP - Retirement benefits: Aggregate amount ($'000),23915,18438,14232,35417,43227,15442,15372,19967,19816,29120,4954,26525,25757,12255,4805,11982,12406,12212,12286,12721,7774,19979,17868,19920,20145,14611,17404,11787,9332,16730,24209,15398,23866,34030,7806,16307,21925,16508,7963,19458,27728,11152,13436,14585,17832,25887,8054,18920,7066,20257,24368,16384,21001,15492,13787,11708,12257,10680,44054,9114,9532,13238,9834,23634,15351,6473,41484,13222,14292,16846,19503,7995,9970,27525,12536,19739,17940,34355,15681,8179,8024,15880,17421,27244,8260,13435,20085,8376,11134,7429,7114,19388,18261,10482,12132,32966,10508,7129,18883,16109,2496,9924,21712,9080,38249,35132,8375,9788,11381,10345,15021,22209,22375,30903,28660,8829,23070,9860,10269,12872,6057,17253,29145,24974,25265,21144,12527,6842,27419,28360,16544,33987,39924,7941,6974,12701,12141,22335,20545,16745
2307,Income,Income sources,,      Guaranteed Income Supplement (GIS) and spousal allowance: Aggregate amount ($'000),26115,12618,2234,5136,8036,7765,3068,5883,5043,3501,2300,13265,4589,11403,3391,5408,621,3936,5956,4632,3609,1878,2999,4966,8060,4993,5211,4311,4458,6557,10673,12251,13183,13653,4750,5698,3291,9888,3500,9316,4555,3396,12021,2903,944,16944,6750,2034,4161,4936,3328,4617,14488,2997,5838,6591,3932,5894,13276,3345,5752,8644,13779,7549,379,1836,32338,2423,2030,497,759,4092,2261,25682,2896,2290,21762,10927,6769,5634,5114,14140,3120,7680,5015,9534,11609,3356,2436,7352,5620,10516,5253,2315,3733,10283,2475,2472,6119,1016,4533,3902,12104,5424,1711,22064,929,4472,5937,8218,10513,3046,22588,4718,19259,5327,2029,4177,8725,5798,1997,9561,8801,11647,16250,20325,8068,4985,9842,15520,9665,7621,28418,4154,2946,6039,1293,1419,10452,5660
2355,Income,Income sources,,  After-tax income: Average amount ($),26955,27928,39159,80138,51874,37927,43427,41440,38196,85678,29453,28953,43027,23786,39515,30341,193454,37018,28552,49123,30529,115033,43854,43039,31369,41837,36364,35165,43924,42455,31875,28052,33777,29774,34403,43567,72156,26865,28355,39911,39203,32942,25608,62714,142627,25395,38307,43848,30931,45893,54872,34837,34203,38150,27334,26403,49925,27852,42550,40679,29133,27439,31282,31447,97836,57429,27944,54879,79100,111586,85496,37924,39000,26505,31957,48586,25109,43971,28497,45877,27461,24122,63862,45441,37209,36139,29760,54803,56122,28541,24247,33777,36221,43038,46199,35409,33581,54115,31338,71025,29525,30201,29764,40926,134865,33736,55942,28118,28634,30293,43297,70885,27889,49002,29756,27064,67490,28842,25675,40658,40931,30769,54292,29221,28066,28613,28965,29334,30272,36740,36093,36713,27341,44594,39565,43054,65356,80555,26651,32904
2311,Income,Income sources,,    Canada Pension Plan (CPP) and Qubec Pension Plan (QPP) benefits: Aggregate amount ($'000),27635,21851,18308,40052,49907,19476,18159,22877,21920,33295,7308,32561,31048,16083,5911,15442,13781,14144,16477,14906,11059,22254,20624,25730,24751,17122,21812,16145,12035,20576,27708,20374,32097,43667,10078,20057,25960,20871,10741,24225,33686,13654,16685,16521,19840,33818,10504,21985,8348,24315,28695,18686,23683,19257,18221,15124,14182,13791,52572,11323,13842,17533,12377,28485,17206,7964,48739,15355,16095,18691,21959,10779,12352,33550,15869,23770,20299,42387,20015,11261,11656,20398,19864,31909,11154,15520,24399,10243,12921,9866,9342,25023,22557,13248,14554,40149,13702,8354,22416,18582,3373,12842,28209,11259,42287,41981,10687,13371,14187,13612,19012,24346,25211,36868,33745,11266,26591,12496,12109,17163,6935,21225,34480,31377,32669,25773,16666,10248,35544,33110,19418,41146,48381,10206,8920,15521,14292,24642,25524,21474
2287,Income,Income sources,,      Net self-employment income: Aggregate amount ($'000),27811,26854,14382,192472,120237,42566,72466,54805,26909,258766,6867,21359,65981,12859,21313,20559,135849,31009,14998,47703,13558,105615,19356,83905,27263,57632,8792,29028,23284,36590,41233,17344,71188,32410,31856,60071,87574,13994,7050,62271,27614,14296,19011,114981,135571,18507,26590,19541,20991,68386,117792,14808,23016,20950,7057,10209,90732,8000,84283,39489,12268,11608,37457,23023,68713,49963,42437,99747,114594,216387,151424,43801,20505,24258,10050,23839,25377,89995,12985,93246,13575,19447,94118,95162,37139,21085,37952,106954,68653,17602,9069,37639,26569,28703,57764,52214,8749,49459,18363,78553,17405,8736,24650,43804,279766,41819,36142,7609,14699,31950,84059,128267,30575,91095,25154,11267,125849,7335,17951,65958,20195,18264,236691,20892,24635,45360,18245,15478,29301,106271,30720,30534,39046,33814,12302,57566,102480,116914,19256,15636
2276,Income,Income sources,,  Market income: Average amount ($),30017,31854,46761,117981,68234,47015,64645,54357,47319,125630,33207,33857,55442,25601,52949,34642,320819,45571,32320,66162,34867,170158,53618,56673,36681,51666,45200,41553,57258,52864,38136,32086,40368,33183,40697,57351,104515,29752,31309,48846,45288,37892,29445,87721,207463,26516,49276,50717,39224,58411,71303,39890,41481,44047,28961,29201,66750,31903,53747,50540,33497,31760,41165,36340,145108,80422,31844,75738,113540,173535,128031,46868,48261,29653,35451,60682,27441,56160,31918,66614,30737,26840,86374,59031,46242,49146,36172,72546,74277,35085,27869,39954,45703,53889,59372,43478,37677,73398,36018,99270,38904,33752,33560,53842,214620,40357,72340,29977,33948,37101,57628,105406,31373,64083,33861,31326,93901,32444,30853,51731,52904,36328,73320,33719,31489,32863,33745,34289,34642,49377,47442,42711,31509,57832,48841,56605,90726,116815,30001,37252
2273,Income,Income sources,,Total income: Average amount ($),30414,31825,47709,112766,67757,45936,56526,52035,47246,123077,33829,33256,54360,25989,48511,34768,308010,44557,32483,63012,35112,165047,54045,53583,36232,51181,44718,41717,55225,51846,37379,31692,39740,34168,40588,54324,101551,30033,32012,48134,47002,38255,28654,85099,204521,27984,46206,53203,36359,57465,71204,40972,40442,45615,30731,29528,65274,31383,52787,49709,33316,30974,37422,36674,144642,76629,31826,72371,111730,169203,125564,45737,47384,29573,37108,62378,28085,54438,32291,58915,30827,26548,85340,57039,44101,45212,34904,70623,73253,32648,26793,39803,43907,53315,58071,42516,39003,70831,36346,99055,34597,34418,34059,50580,207903,39556,71888,31800,32913,35207,53803,100516,31786,64140,34200,30430,92580,32815,28875,50694,50757,35786,70600,33323,31771,32724,32997,33528,35047,45326,44576,44177,30878,55199,47710,54460,89330,114174,29958,38527
